Invoice account,Sales order,Pool,Form 13,Customer Account Manager,Tax,Quantity,Site,Warehouse,Date,Invoice,Voucher,Currency,Invoice amount,Invoice amount in default currency,Don't Send,Sales balance,Sales balance in default currency,Number sequence group,Intercompany company,Intercompany purchase order,Posted via intercompany,Line-specific,Dimension account,Payment ID,Bank account,Total misc. charges,Sales tax group,Transport,Insurance,F.O.B,NetWieghtt,GrossWieghtt,DrowBackSamah,TaxDescription,Created date and time
0201102,00206547_055,,,251,523.15,240.00,Obour,10,1/10/2025,1110004275,0182130_Sales_Invoic,EGP,"4,259.95","4,259.95",No,"3,736.80","3,736.80",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,36.00,41.70,‰Â«∆Ì,"{""submissionId"":""EPTN1A2QX5TPKHEDKFCSNBEG10"",""acceptedDocuments"":[{""uuid"":""TT2ER7P8ST1E9ZE7KFCSNBEG10"",""longId"":""QFT87T7R06TZB5C8KFCSNBEG10EGH9Bk1664691778"",""internalId"":""1110004275"",""hashKey"":""lw3WGp9bGPBhuR9oOpwJTKWQN05RRVwLI+w46tAKmDI=""}],""rejectedDocuments"":[]}",1/10/2025 14:46
0201163,00206634_055,,,2443,79.09,46.00,Obour,10,1/10/2025,1120009242,0182179_Sales_Invoic,EGP,644.02,644.02,No,564.93,564.93,ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.07,7.13,‰Â«∆Ì,"{""submissionId"":""SVJ6TH2WFJEXW5EWDF5VNBEG10"",""acceptedDocuments"":[{""uuid"":""EBK8T59H7BRA5JPKDF5VNBEG10"",""longId"":""389PF814EB8NTQ6JDF5VNBEG10mEv3nZ1664691836"",""internalId"":""1120009242"",""hashKey"":""IVIFhsn49nNWv2LpV/h+jVpbi7pQSMQj2sznECXblX8=""}],""rejectedDocuments"":[]}",1/10/2025 16:01
0201167,00206542_055,,,2443,429.42,197.00,Obour,10,1/10/2025,1120009259,0182234_Sales_Invoic,EGP,"3,496.71","3,496.71",No,"3,067.29","3,067.29",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,29.55,34.10,‰Â«∆Ì,"{""submissionId"":""PE1JBATXJPZGVG9XZ5QSNBEG10"",""acceptedDocuments"":[{""uuid"":""NFSJ9JQ6YNRZP8GBZ5QSNBEG10"",""longId"":""WGCQZ57B6BF0CT0AZ5QSNBEG10QFT2IH1664691788"",""internalId"":""1120009259"",""hashKey"":""9i0gNmWLwKXUv+ZlKVyJF+aUqKq1HyGTQK4XuUukpMo=""}],""rejectedDocuments"":[]}",1/10/2025 17:28
0201168,00205760_055,,,2443,163.49,75.00,Obour,10,1/10/2025,1120009235,0182162_Sales_Invoic,EGP,"1,331.24","1,331.24",No,"1,167.75","1,167.75",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,12.00,13.75,‰Â«∆Ì,"{""submissionId"":""12YP0WXFA6DJTY547JKTNBEG10"",""acceptedDocuments"":[{""uuid"":""7PGJRF2A3QWMKX4X7JKTNBEG10"",""longId"":""G9HA5KN7D0J91MMG7JKTNBEG10ajUIpx1664691818"",""internalId"":""1120009235"",""hashKey"":""LElWJbMMggXUxO0WCrngSPB3BxTC1Vyf7zuG7mIXiAk=""}],""rejectedDocuments"":[]}",1/10/2025 15:40
0201212,00206598_055,,,5486,706.26,324.00,Obour,10,1/10/2025,1110004277,0182142_Sales_Invoic,EGP,"5,750.94","5,750.94",No,"5,044.68","5,044.68",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,48.60,56.45,‰Â«∆Ì,"{""submissionId"":""600HS6DQ38BPKJQH7X5SNBEG10"",""acceptedDocuments"":[{""uuid"":""8WEN5NYR2PW9AABD7X5SNBEG10"",""longId"":""DWP2HTCNYHCPEK9Q7X5SNBEG10262UiG1664691771"",""internalId"":""1110004277"",""hashKey"":""1nzcJsvVG7UuyPC0qZIlz4K8oHt70AFrfUh+Oljgbpc=""}],""rejectedDocuments"":[]}",1/10/2025 15:19
0201215,00206146_055,,,251,"3,136.45","1,460.00",Obour,10,1/10/2025,1120009252,0182221_Sales_Invoic,EGP,"25,539.65","25,539.65",No,"22,403.20","22,403.20",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,223.35,257.65,‰Â«∆Ì,"{""submissionId"":""AQHNZZ52PSN83CH09TMQNBEG10"",""acceptedDocuments"":[{""uuid"":""GF3TWFYD1253C8ME9TMQNBEG10"",""longId"":""K7PMTQ9ACZWX3EKN9TMQNBEG10IKNLnS1664691721"",""internalId"":""1120009252"",""hashKey"":""3W1VTZM4zOhg1ViViqNsNnXnUAgxPCedDKF6wclOOqU=""}],""rejectedDocuments"":[]}",1/10/2025 17:16
0201215,00206113_055,,,251,"1,993.76",940.00,Obour,10,1/10/2025,1120009253,0182226_Sales_Invoic,EGP,"16,234.88","16,234.88",No,"14,241.12","14,241.12",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,146.64,169.30,‰Â«∆Ì,"{""submissionId"":""3GG0JHSBYWPXPW8T0P7RNBEG10"",""acceptedDocuments"":[{""uuid"":""4Z2S90AJ018SFN4X0P7RNBEG10"",""longId"":""MQE14WE0KB5R0JSH0P7RNBEG10Kmohz11664691740"",""internalId"":""1120009253"",""hashKey"":""IlVWvaq6/e7Ij/YcvcYbT1yhijd/Uhd01A6BpTioCsk=""}],""rejectedDocuments"":[]}",1/10/2025 17:19
0201215,00206150_055,,,251,"3,177.58","1,500.00",Obour,10,1/10/2025,1120009254,0182227_Sales_Invoic,EGP,"25,874.58","25,874.58",No,"22,697.00","22,697.00",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,225.00,260.50,‰Â«∆Ì,"{""submissionId"":""TSV5H89BEMV4MD5GDYJQNBEG10"",""acceptedDocuments"":[{""uuid"":""C5RQ8VP5E2N6Z2CGDYJQNBEG10"",""longId"":""H80T93EN9NP59S4QDYJQNBEG1086r94q1664691719"",""internalId"":""1120009254"",""hashKey"":""pkjZZSuSixlO55u7r/gRgq0K63nbnBLuU2hWGxk+sDc=""}],""rejectedDocuments"":[]}",1/10/2025 17:19
0201215,00206151_055,,,251,"3,662.06","1,680.00",Obour,10,1/10/2025,1120009255,0182228_Sales_Invoic,EGP,"29,819.66","29,819.66",No,"26,157.60","26,157.60",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,252.00,291.78,‰Â«∆Ì,"{""submissionId"":""0N3030526A8V4E680HBQNBEG10"",""acceptedDocuments"":[{""uuid"":""AQYEWJN38S8K9W800HBQNBEG10"",""longId"":""6A23G19RG3GSASZA1HBQNBEG10BKXx4Q1664691711"",""internalId"":""1120009255"",""hashKey"":""E1XytvLrj4MySzwtKFWZoAdyS1GT4w0pF8U0cfEN/9c=""}],""rejectedDocuments"":[]}",1/10/2025 17:20
0201215,00206155_055,,,251,"2,092.61",960.00,Obour,10,1/10/2025,1120009256,0182229_Sales_Invoic,EGP,"17,039.81","17,039.81",No,"14,947.20","14,947.20",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,156.60,180.60,‰Â«∆Ì,"{""submissionId"":""6NKDKW04AYM9MFKVMT5RNBEG10"",""acceptedDocuments"":[{""uuid"":""R115Z64E096WR403MT5RNBEG10"",""longId"":""TRSP6310P5H3HTCQMT5RNBEG10ZXEK1F1664691738"",""internalId"":""1120009256"",""hashKey"":""sNI0e8IGIBZun7C86+feA7LooZT/3quxDwtSolYFkmU=""}],""rejectedDocuments"":[]}",1/10/2025 17:20
0201215,00206156_055,,,251,"2,179.80","1,000.00",Obour,10,1/10/2025,1120009257,0182230_Sales_Invoic,EGP,"17,749.80","17,749.80",No,"15,570.00","15,570.00",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,150.00,175.00,‰Â«∆Ì,"{""submissionId"":""G3HC9QVYHNA2MYEXN83RNBEG10"",""acceptedDocuments"":[{""uuid"":""Z73B0YYT6D5CCGKAN83RNBEG10"",""longId"":""5ARA9HYFE3A9WSTZN83RNBEG10UFtCbD1664691735"",""internalId"":""1120009257"",""hashKey"":""4I1bXe9rgRzUCO51veSajUwH5cXjfIPHJqQdat9hXgI=""}],""rejectedDocuments"":[]}",1/10/2025 17:20
0201228,00206120_055,,,5486,170.02,78.00,Obour,10,1/10/2025,1110004280,0182199_Sales_Invoic,EGP,"1,384.48","1,384.48",No,"1,214.46","1,214.46",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,12.15,14.10,‰Â«∆Ì,"{""submissionId"":""G6RK9E5A8M2D9NBFPRHTNBEG10"",""acceptedDocuments"":[{""uuid"":""FQ113M5C5HKWPW49PRHTNBEG10"",""longId"":""T8ZX781RXJVV9D0XPRHTNBEG10pcCz5v1664691816"",""internalId"":""1110004280"",""hashKey"":""c4U4tbX0lFwSS4MIEC9o3W2HiB6vP7l9998H8IA5o8s=""}],""rejectedDocuments"":[]}",1/10/2025 16:54
0201261,00206470_055,,,5486,469.73,300.00,Obour,10,1/10/2025,1120009238,0182169_Sales_Invoic,EGP,"3,824.93","3,824.93",No,"3,355.20","3,355.20",ﬁ”Ì„Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,32.00,39.70,‰Â«∆Ì,"{""submissionId"":""MPK6F5EZFJVEK2ZS9CGSNBEG10"",""acceptedDocuments"":[{""uuid"":""W19W46GYHN17XFM39CGSNBEG10"",""longId"":""SVJETVEBMWB0AJED9CGSNBEG10th2H1q1664691782"",""internalId"":""1120009238"",""hashKey"":""96ihwx+dW4PM89s3ornjj14zjjtUGjcbjXTpRpKjbr8=""}],""rejectedDocuments"":[]}",1/10/2025 15:43
0201262,00206104_055,,,251,"10,925.16","5,012.00",Obour,10,1/10/2025,1110004270,0182027_Sales_Invoic,EGP,"88,962.00","88,962.00",No,"78,036.84","78,036.84",›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,751.80,873.10,‰Â«∆Ì,"{""submissionId"":""W8RP81DWM7N2V4XNXK7QNBEG10"",""acceptedDocuments"":[{""uuid"":""MPHQ2VFGP849J5RZYK7QNBEG10"",""longId"":""HMVXYJ3QGT0ZS8DMYK7QNBEG10OXgYOu1664691707"",""internalId"":""1110004270"",""hashKey"":""Vg1Z+PyGEMq3XWb5EfrD0Kx1wUKpC23dM/0+hvwVkGM=""}],""rejectedDocuments"":[]}",1/10/2025 10:52
0201269,00206423_055,,,5486,23.95,12.00,Obour,10,1/10/2025,1110004269,0182010_Sales_Invoic,EGP,195.00,195.00,No,171.05,171.05,›« Ê—Â «·„’‰⁄,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.10,‰Â«∆Ì,"{""submissionId"":""1R5QNJQBVK6Z35BPJYZVNBEG10"",""acceptedDocuments"":[{""uuid"":""BYAVBE3Q4V5DG3WVJYZVNBEG10"",""longId"":""FT4W75W1XE4Z2MSEJYZVNBEG10lW4w8f1664691863"",""internalId"":""1110004269"",""hashKey"":""WBzZwTrIwPYllRgw7oP00x6O/SfhIN5rU20M2h8nZNk=""}],""rejectedDocuments"":[]}",1/10/2025 10:19
0210019,00206665_055,,,,843.55,388.00,Obour,5,1/10/2025,1220005763,0182206_Sales_Invoic,EGP,"6,868.92","6,868.92",No,"6,025.37","6,025.37",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,58.20,67.47,‰Â«∆Ì,"{""submissionId"":""Q12CQRG4G67QP41F6E1SNBEG10"",""acceptedDocuments"":[{""uuid"":""G8FCGT20VPC5FJ076E1SNBEG10"",""longId"":""YETVMGKB4TJT20VE6E1SNBEG10cTAYG51664691766"",""internalId"":""1220005763"",""hashKey"":""/wDHtxr9JmlruQdPXcRq0t6QxNBITOt6JglFEGgh8Lc=""}],""rejectedDocuments"":[]}",1/10/2025 17:06
0210025,00206300_055,,,,784.73,360.00,Obour,5,1/10/2025,1220005749,0182005_Sales_Invoic,EGP,"6,389.93","6,389.93",No,"5,605.20","5,605.20",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,54.00,62.64,‰Â«∆Ì,"{""submissionId"":""JG87VWQ865RXFZ38BC3SNBEG10"",""acceptedDocuments"":[{""uuid"":""VV8MAMBZEMH3QJCFBC3SNBEG10"",""longId"":""DMCJ7GFH453GG5S5BC3SNBEG10JOlIau1664691768"",""internalId"":""1220005749"",""hashKey"":""gyv0zOodpuS5PVJxVRRzli0Cwi3U+HewQXG2YQQZ1y0=""}],""rejectedDocuments"":[]}",1/10/2025 10:14
0210025,00206642_055,,,,208.77,100.00,Obour,5,1/10/2025,1220005757,0182172_Sales_Invoic,EGP,"1,699.97","1,699.97",No,"1,491.20","1,491.20",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.00,17.40,‰Â«∆Ì,"{""submissionId"":""3ARE8CJE5FVJRPYJWNBTNBEG10"",""acceptedDocuments"":[{""uuid"":""0P92NJ8HWKKYVCNXXNBTNBEG10"",""longId"":""KT4XM9VQBW9TKM65XNBTNBEG105SeQfJ1664691809"",""internalId"":""1220005757"",""hashKey"":""V20ys/L/cnsx5pUShS+++XT3rHpoj6vBX9iNfZEtOf4=""}],""rejectedDocuments"":[]}",1/10/2025 15:44
0210025,00206680_055,,,,208.77,100.00,Obour,5,1/10/2025,1220005764,0182223_Sales_Invoic,EGP,"1,699.97","1,699.97",No,"1,491.20","1,491.20",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.00,17.40,‰Â«∆Ì,"{""submissionId"":""3PFEEQ3MNCGZ8RPBSSCTNBEG10"",""acceptedDocuments"":[{""uuid"":""BR5KK75RYXZP9TTJSSCTNBEG10"",""longId"":""DVXR0DYDFY5SKP4NSSCTNBEG10z3V3y41664691811"",""internalId"":""1220005764"",""hashKey"":""N/xvOJeH2ntHCkXR6dXY597MBTBEPiq/ooOnLo2+lBg=""}],""rejectedDocuments"":[]}",1/10/2025 17:17
0210032,00206698_055,,,,228.57,109.00,Obour,5,1/10/2025,1210000701,0182253_Sales_Invoic,EGP,"1,861.22","1,861.22",No,"1,632.65","1,632.65",›« Ê—Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,16.35,19.02,‰Â«∆Ì,"{""submissionId"":""7MA0S1TTWMTEZ7VD4Z6TNBEG10"",""acceptedDocuments"":[{""uuid"":""1CTBWWNWXKWRJ36P4Z6TNBEG10"",""longId"":""X92KTN9P40REE6HG4Z6TNBEG10t5rtJB1664691805"",""internalId"":""1210000701"",""hashKey"":""NFC0A583pUrHn5/3CR6ElfK3y7R5FPhIkCwSDTy1Sg0=""}],""rejectedDocuments"":[]}",1/10/2025 18:15
0210040,00206617_055,,,,194.89,64.00,Obour,5,1/10/2025,1220005756,0182137_Sales_Invoic,EGP,"1,586.99","1,586.99",No,"1,392.10","1,392.10",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,20.40,22.66,‰Â«∆Ì,"{""submissionId"":""41MEZQY29BT1KJQEBQFTNBEG10"",""acceptedDocuments"":[{""uuid"":""0PK5JQC2JMGVGFR2BQFTNBEG10"",""longId"":""0MC4AAC55GR1HGRCBQFTNBEG106027KC1664691814"",""internalId"":""1220005756"",""hashKey"":""a0XeYW1pYPSyrr30Aw4I5ALD00NEKfu6l/t9EBuaoTM=""}],""rejectedDocuments"":[]}",1/10/2025 15:07
0210055,00206284_055,,,,"2,136.79",720.00,Obour,5,1/10/2025,1220005747,0182003_Sales_Invoic,EGP,"17,399.59","17,399.59",No,"15,262.80","15,262.80",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,210.00,234.00,‰Â«∆Ì,"{""submissionId"":""2D3XM1V2K82PR568MC5RNBEG10"",""acceptedDocuments"":[{""uuid"":""6B077T7MBSQ5JCSBMC5RNBEG10"",""longId"":""Q2GQJRD3J4FBM1PFMC5RNBEG10RSqEf71664691738"",""internalId"":""1220005747"",""hashKey"":""PBL8BuCz+ZQX+6CKuynI3XEWn790eHbKpk+qcKXgakk=""}],""rejectedDocuments"":[]}",1/10/2025 10:09
0210055,00206285_055,,,,"3,206.78","1,152.00",Obour,5,1/10/2025,1220005748,0182004_Sales_Invoic,EGP,"26,112.38","26,112.38",No,"22,905.60","22,905.60",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,207.36,276.48,‰Â«∆Ì,"{""submissionId"":""NMYFZPSEAFPRKE2CAFJQNBEG10"",""acceptedDocuments"":[{""uuid"":""CAZ0WFC9VRYDH7KZAFJQNBEG10"",""longId"":""JYV8GM10795XW7EXAFJQNBEG10XaOeMB1664691718"",""internalId"":""1220005748"",""hashKey"":""HoRsfphmgBO+rvP4aYM4x4gbyMQUF4XvtlnZ+0/bCDw=""}],""rejectedDocuments"":[]}",1/10/2025 10:10
0210064,00206649_055,,,,"1,210.41",448.00,Obour,5,1/10/2025,1220005758,0182176_Sales_Invoic,EGP,"9,856.17","9,856.17",No,"8,645.76","8,645.76",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,80.64,107.52,‰Â«∆Ì,"{""submissionId"":""CPD74F6BEYX6454G62MRNBEG10"",""acceptedDocuments"":[{""uuid"":""PK3H7N6PXDAAXXFP62MRNBEG10"",""longId"":""0AEQ2KFTV71BSMZQ62MRNBEG10MWKRjP1664691753"",""internalId"":""1220005758"",""hashKey"":""YD0AQQ4bwjTkDP8erVKjl7NTEeO5S5Ocr/OsxPglZdU=""}],""rejectedDocuments"":[]}",1/10/2025 15:57
0210064,00206653_055,,,,245.19,103.00,Obour,5,1/10/2025,1220005760,0182183_Sales_Invoic,EGP,"1,996.53","1,996.53",No,"1,751.34","1,751.34",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.78,20.78,‰Â«∆Ì,"{""submissionId"":""5J4V3N1900HQVH8K9M3TNBEG10"",""acceptedDocuments"":[{""uuid"":""A3F6MZMKM8ZG8ARSAM3TNBEG10"",""longId"":""3YKNRRS1W92YA50BAM3TNBEG10eqqBel1664691801"",""internalId"":""1220005760"",""hashKey"":""2gOKiAr/juZMDZ/WMa5EABjnmXbL3EbJAVCEUuXLIBM=""}],""rejectedDocuments"":[]}",1/10/2025 16:05
0210088,00206614_055,,,,464.57,156.00,Obour,5,1/10/2025,1220005755,0182135_Sales_Invoic,EGP,"3,782.93","3,782.93",No,"3,318.36","3,318.36",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,43.80,48.96,‰Â«∆Ì,"{""submissionId"":""E03S3QG1V12V0J4Z97JSNBEG10"",""acceptedDocuments"":[{""uuid"":""BB36T8MNN649JRBBA7JSNBEG10"",""longId"":""4H8XRZ3GA9WFWK95A7JSNBEG10JDE9sh1664691783"",""internalId"":""1220005755"",""hashKey"":""MSi9jtxkpy3S3iuIbc6hfW4lnZGqseBsE8cc5bYE48M=""}],""rejectedDocuments"":[]}",1/10/2025 15:05
0210093,00206311_055,,,,"2,823.60","1,246.00",Obour,5,1/10/2025,1220005750,0182007_Sales_Invoic,EGP,"22,992.19","22,992.19",No,"20,168.59","20,168.59",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,220.50,252.97,‰Â«∆Ì,"{""submissionId"":""1VCF0SWWPXD6VFNB8FVQNBEG10"",""acceptedDocuments"":[{""uuid"":""P0YVMHXQX0CM87JX8FVQNBEG10"",""longId"":""MJ1XBGG2A22RPYKE9FVQNBEG10sdhP1x1664691727"",""internalId"":""1220005750"",""hashKey"":""debXlbmThN4BgBzBO+J65lA0N5nnClf6BBlioNxN8oY=""}],""rejectedDocuments"":[]}",1/10/2025 10:15
0210093,00206318_055,,,,"2,295.79","1,054.00",Obour,5,1/10/2025,1220005751,0182008_Sales_Invoic,EGP,"18,694.29","18,694.29",No,"16,398.50","16,398.50",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,170.91,197.26,‰Â«∆Ì,"{""submissionId"":""JW1AX8R7GSD3MJ2B2S2RNBEG10"",""acceptedDocuments"":[{""uuid"":""X3QYRYKY6AFZ3BHR2S2RNBEG10"",""longId"":""5MWCYZ390WSJ0ZWQ2S2RNBEG10mIgq861664691735"",""internalId"":""1220005751"",""hashKey"":""f0jhEOHKOAyS6vCkXzL6c16AtYAA5t8+zcmLSpLFacw=""}],""rejectedDocuments"":[]}",1/10/2025 10:15
0210105,00206684_055,,,,108.99,50.00,Obour,5,1/10/2025,1220005766,0182232_Sales_Invoic,EGP,887.49,887.49,No,778.50,778.50,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,7.50,8.65,‰Â«∆Ì,"{""submissionId"":""0XV76B8BVPW8YCJ31JTTNBEG10"",""acceptedDocuments"":[{""uuid"":""RS0QDRD35PFB5V582JTTNBEG10"",""longId"":""SKG0S5DFCPV19AJ92JTTNBEG10gUrRtW1664691825"",""internalId"":""1220005766"",""hashKey"":""NXg3eYcmEILFz056dpqs3yVBFAZjYoRzhIJzzyodGZc=""}],""rejectedDocuments"":[]}",1/10/2025 17:26
0210110,00206381_055,,,,407.65,158.00,Obour,5,1/10/2025,1220005752,0182020_Sales_Invoic,EGP,"3,319.47","3,319.47",No,"2,911.82","2,911.82",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,34.74,39.53,‰Â«∆Ì,"{""submissionId"":""VQKCPW78SRKCEAFGP8SSNBEG10"",""acceptedDocuments"":[{""uuid"":""852GE7ZCTCJCBZEXP8SSNBEG10"",""longId"":""PVG0AZ620X1YFBP6Q8SSNBEG10IgcFKq1664691791"",""internalId"":""1220005752"",""hashKey"":""ySkzfV8KcJEK3mj6U+riFChpYOUQrMCg0AT4IN7VI+o=""}],""rejectedDocuments"":[]}",1/10/2025 10:31
0210110,00206606_055,,,,20.63,12.00,Obour,5,1/10/2025,1220005753,0182133_Sales_Invoic,EGP,168.00,168.00,No,147.37,147.37,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.58,1.86,‰Â«∆Ì,"{""submissionId"":""AMS8GTTK9RN1KEF2QN5WNBEG10"",""acceptedDocuments"":[{""uuid"":""MJFRDDJ34X97Y0C4QN5WNBEG10"",""longId"":""G9WD26R2WTD5VQMEQN5WNBEG10G9j8fZ1664691869"",""internalId"":""1220005753"",""hashKey"":""0hzD1ZVASVdR5QXGY0q4k/mdZMaOmU8tJ+UAvlzjmTY=""}],""rejectedDocuments"":[]}",1/10/2025 15:00
0210110,00206670_055,,,,26.16,12.00,Obour,5,1/10/2025,1220005761,0182196_Sales_Invoic,EGP,213.00,213.00,No,186.84,186.84,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.04,‰Â«∆Ì,"{""submissionId"":""EWSW9G2A5242KFMEQ9VVNBEG10"",""acceptedDocuments"":[{""uuid"":""465MP24DGT302AY3Q9VVNBEG10"",""longId"":""KC9GJ4HN96CSNXM3Q9VVNBEG106IEnLC1664691858"",""internalId"":""1220005761"",""hashKey"":""QinH0VNMchivzNwL/ppG+FINUi1DS03D196TtOzak/4=""}],""rejectedDocuments"":[]}",1/10/2025 16:51
0210110,00206673_055,,,,863.07,345.00,Obour,5,1/10/2025,1220005762,0182202_Sales_Invoic,EGP,"7,027.85","7,027.85",No,"6,164.78","6,164.78",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,55.83,73.25,‰Â«∆Ì,"{""submissionId"":""R9X2Y3TMA1SDVS7VJ00SNBEG10"",""acceptedDocuments"":[{""uuid"":""XZ1DWTPC9KC2CGZQJ00SNBEG10"",""longId"":""E4W6NSXQ66QB8M3QJ00SNBEG10uWeu1N1664691765"",""internalId"":""1220005762"",""hashKey"":""Hre0VdZStlK3+nh2cxidYCFTLAP1S2PvSft14fqsccw=""}],""rejectedDocuments"":[]}",1/10/2025 17:01
0210110,00206681_055,,,,26.16,12.00,Obour,5,1/10/2025,1220005765,0182224_Sales_Invoic,EGP,213.00,213.00,No,186.84,186.84,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.04,‰Â«∆Ì,"{""submissionId"":""VJFH0VJ1BEWM84NAM8WVNBEG10"",""acceptedDocuments"":[{""uuid"":""9WDADEKH64X8V3XVM8WVNBEG10"",""longId"":""EWASN7HXKNQPTC5MM8WVNBEG10DJ8tGe1664691859"",""internalId"":""1220005765"",""hashKey"":""fp8qOlct7zbelal+qvrfCsPc2gkBEgn9U2wViHPRGXs=""}],""rejectedDocuments"":[]}",1/10/2025 17:18
0210110,00206696_055,,,,50.10,24.00,Obour,5,1/10/2025,1220005767,0182249_Sales_Invoic,EGP,407.99,407.99,No,357.89,357.89,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,3.60,4.20,‰Â«∆Ì,"{""submissionId"":""ANVDWB49G1W6D3AEH3JVNBEG10"",""acceptedDocuments"":[{""uuid"":""HTWRZA1MK60VHDR0H3JVNBEG10"",""longId"":""JD0MPTNP0XZSNH42H3JVNBEG10MHbxhq1664691849"",""internalId"":""1220005767"",""hashKey"":""E0mnEbWkzpbx2zVcGdo+Gr9gvyDCeu4+aQKoe9D5JbE=""}],""rejectedDocuments"":[]}",1/10/2025 18:00
0210110,00206702_055,,,,26.16,12.00,Obour,5,1/10/2025,1220005769,0182269_Sales_Invoic,EGP,213.00,213.00,No,186.84,186.84,ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.10,‰Â«∆Ì,"{""submissionId"":""F9KZG6BQ682TBCBFXRVVNBEG10"",""acceptedDocuments"":[{""uuid"":""B5HD5AZ7BYMWP8BNXRVVNBEG10"",""longId"":""RFG1D1NM3423FYT7XRVVNBEG10qhb6j11664691859"",""internalId"":""1220005769"",""hashKey"":""KxyMrIdbh9Qd+bCm5IehEsieICAOO78LLtfHLRezkBg=""}],""rejectedDocuments"":[]}",1/10/2025 18:34
0210127,00206495_055,,,,"1,596.45",800.00,Obour,5,1/10/2025,1210000699,0182058_Sales_Invoic,EGP,"12,999.65","12,999.65",No,"11,403.20","11,403.20",›« Ê—Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,120.00,140.00,‰Â«∆Ì,"{""submissionId"":""B2M387385M5JK7GH78DRNBEG10"",""acceptedDocuments"":[{""uuid"":""7V6ZPC7JJQ4STHQ478DRNBEG10"",""longId"":""V3A7CPJEMKPCVN8G78DRNBEG10Urcu5X1664691746"",""internalId"":""1210000699"",""hashKey"":""2UePCUMFtX8nLAerR1RoAei7FeMFvecMs08NJyi7WEw=""}],""rejectedDocuments"":[]}",1/10/2025 12:20
