ProdBarcode,Production,Has Inspection,In Kwesna,Qty Calc,Qty Started,Ended QTY,Item number,Name,Mark To Print,Project,Color,Site,Warehouse,Batch number,Status,Remain status,Batch Number 2,Pool,Quality order status,Finished,FinishedRouteDate,Transfer To Qwesna Date,RGBColor,RealWhieght,ProductionPCT,ProductionPCTRoute,Route Start,Prodoction QTY Status,Weight Packing,Created date and time,Estimated,Scheduled,Started,Reported as finished,Ended,Reference type,Reference number,Reference lot
00268537,00268537_100,No,Yes,350.00,350.00,359.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 21:21,10/2/2025,0.00,173.50,2.07,2.08,1/10/2025,None,173.25,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268538,00268538_100,No,Yes,351.00,351.00,350.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 12:49,10/2/2025,0.00,174.00,2.01,2.01,1/10/2025,None,173.75,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268539,00268539_100,Yes,Yes,349.00,349.00,352.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 15:28,10/2/2025,0.00,172.88,2.04,2.04,10/2/2025,None,172.76,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,,,
00268540,00268540_100,No,Yes,352.00,352.00,365.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 4:23,10/2/2025,0.00,174.38,2.09,2.09,10/2/2025,None,174.24,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268541,00268541_100,No,Yes,350.00,350.00,343.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 20:00,10/2/2025,0.00,173.38,1.98,1.99,10/2/2025,None,173.25,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268542,00268542_100,No,Yes,348.00,348.00,348.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 7:47,10/2/2025,0.00,172.38,2.02,2.23,10/2/2025,None,172.26,9/29/2025 18:20,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268544,00268544_100,No,Yes,346.00,346.00,356.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 12:03,10/2/2025,0.00,171.50,2.08,2.08,10/2/2025,None,171.27,9/29/2025 18:24,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268545,00268545_100,No,Yes,350.00,350.00,346.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 15:08,10/2/2025,0.00,173.38,2.00,2.00,10/2/2025,None,173.25,9/29/2025 18:24,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268546,00268546_100,No,Yes,354.00,354.00,354.00,60313,kozali 45/2 500 Ã—«„,No,,EKRU,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 4:26,10/2/2025,0.00,175.38,2.02,2.02,10/2/2025,None,175.23,9/29/2025 18:24,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268566,00268566_100,No,No,15.30,16.82,16.42,52009, Õ  «· ‘€Ì· - „’»Ê€ 1/150,Yes,,16905,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,323,469.00",0.00,97.62,100.00,9/29/2025,None,16.82,9/29/2025 18:37,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268567,00268567_100,No,Yes,568.00,568.00,582.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 3:11,10/3/2025,0.00,83.60,6.97,6.99,10/2/2025,None,83.50,9/29/2025 18:43,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,,,
00268568,00268568_100,No,Yes,576.00,576.00,560.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 4:50,10/2/2025,0.00,84.76,6.61,6.61,10/2/2025,None,84.67,9/29/2025 18:45,9/29/2025,9/29/2025,1/10/2025,10/11/2025,10/11/2025,,,
00268569,00268569_100,No,Yes,611.00,611.00,605.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 1:52,10/2/2025,0.00,89.88,6.74,6.74,10/2/2025,None,89.82,9/29/2025 18:45,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268570,00268570_100,No,Yes,591.00,591.00,585.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:32,10/2/2025,0.00,87.00,6.73,6.73,1/10/2025,None,86.88,9/29/2025 18:46,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268572,00268572_100,No,Yes,602.00,602.00,600.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 2:31,10/2/2025,0.00,88.64,6.78,6.78,1/10/2025,None,88.49,9/29/2025 18:46,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268574,00268574_100,No,Yes,602.00,602.00,600.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 6:07,10/2/2025,0.00,88.64,6.78,6.78,1/10/2025,None,88.49,9/29/2025 18:46,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268576,00268576_100,No,Yes,608.00,608.00,620.00,60115, —ﬂ‹‹‹‹‹‹Ì« 2/40 5000 „ — - TUR - SAN,No,,WHITE,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:13,10/2/2025,0.00,89.40,6.97,6.97,1/10/2025,None,88.99,9/29/2025 18:46,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268579,00268579_100,No,Yes,614.00,614.00,600.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 2:18,10/2/2025,0.00,83.00,7.24,7.24,1/10/2025,None,82.89,9/29/2025 18:50,9/29/2025,9/29/2025,1/10/2025,10/11/2025,10/11/2025,,,
00268580,00268580_100,No,Yes,627.00,627.00,640.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:20,10/2/2025,0.00,84.76,7.56,7.56,1/10/2025,None,84.65,9/29/2025 18:51,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268581,00268581_100,No,Yes,618.00,618.00,640.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 4:54,10/2/2025,0.00,83.52,7.67,7.67,1/10/2025,None,83.43,9/29/2025 18:51,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268582,00268582_100,No,Yes,627.00,627.00,640.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:32,10/2/2025,0.00,84.76,7.56,7.56,1/10/2025,None,84.65,9/29/2025 18:52,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268583,00268583_100,No,Yes,627.00,627.00,640.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 0:59,10/2/2025,0.00,84.76,7.56,7.56,1/10/2025,None,84.65,9/29/2025 18:52,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268584,00268584_100,No,Yes,607.00,607.00,625.00,60112,TOXO  -  ‰Ã„… 2/40  5000 Ì«—œ…,No,,GB0100,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 5:25,10/2/2025,0.00,82.00,7.63,7.63,1/10/2025,None,81.95,9/29/2025 18:52,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268593,00268593_100,No,Yes,909.00,909.00,937.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,510,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 6:29,10/2/2025,"4,930,582.00",127.36,7.32,7.32,10/2/2025,None,127.95,9/29/2025 19:00,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268595,00268595_100,No,Yes,910.00,910.00,917.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,16898,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 23:30,10/2/2025,"2,302,366.00",127.50,7.20,7.20,10/2/2025,None,127.40,9/29/2025 19:02,9/29/2025,9/29/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268596,00268596_100,No,Yes,246.00,246.00,257.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,16897,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 12:24,10/2/2025,"4,957,253.00",34.50,7.46,7.46,10/2/2025,None,34.44,9/29/2025 19:03,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268603,00268603_100,No,No,863.00,863.00,852.00,60805,»Ê·” —  ÿ—Ì“ 2/120 5000 Ì«—œ…-N,No,,P9085,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/9/2025 9:40,,"5,136,515.00",110.50,7.87,7.87,10/2/2025,None,108.29,9/29/2025 19:08,9/29/2025,9/29/2025,1/10/2025,10/11/2025,10/11/2025,,,
00268605,00268605_100,No,No,789.00,789.00,801.00,60805,»Ê·” —  ÿ—Ì“ 2/120 5000 Ì«—œ…-N,No,,P0110,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"13,414,360.00",101.00,8.01,8.02,10/3/2025,None,100.00,9/29/2025 19:12,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268606,00268606_100,No,No,789.00,789.00,806.00,60805,»Ê·” —  ÿ—Ì“ 2/120 5000 Ì«—œ…-N,No,,P0110,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"13,414,360.00",101.00,7.98,8.00,10/3/2025,None,100.99,9/29/2025 19:12,9/29/2025,9/29/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268607,00268607_100,No,No,804.00,804.00,824.00,60805,»Ê·” —  ÿ—Ì“ 2/120 5000 Ì«—œ…-N,No,,P0110,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"13,414,360.00",103.00,8.01,8.01,10/3/2025,None,102.91,9/29/2025 19:12,9/29/2025,9/29/2025,1/10/2025,10/9/2025,10/9/2025,,,
00268608,00268608_100,No,Yes,515.00,515.00,550.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 1:55,10/2/2025,"2,498,841.00",68.06,8.09,8.09,1/10/2025,None,67.98,9/29/2025 19:13,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,Sales order,00205157_055,14941214_085
00268639,00268639_100,No,Yes,526.00,526.00,550.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 2:19,10/2/2025,"2,498,841.00",69.56,7.92,7.92,1/10/2025,None,69.43,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,Sales order,00205157_055,14941214_085
00268640,00268640_100,No,Yes,523.00,523.00,547.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 23:58,10/2/2025,"2,498,841.00",69.06,7.92,7.75,1/10/2025,None,69.04,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,Sales order,00205157_055,14941214_085
00268641,00268641_100,No,Yes,515.00,515.00,526.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 18:21,10/2/2025,"2,498,841.00",68.06,7.74,7.74,1/10/2025,None,67.98,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,Sales order,00205157_055,14941214_085
00268642,00268642_100,No,Yes,515.00,515.00,520.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 8:30,10/2/2025,"2,498,841.00",68.06,7.65,7.65,1/10/2025,None,67.98,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,Sales order,00205157_055,14941214_085
00268643,00268643_100,No,Yes,515.00,515.00,532.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 1:58,10/2/2025,"2,498,841.00",68.06,7.83,7.83,1/10/2025,None,67.98,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,Sales order,00205157_055,14941214_085
00268645,00268645_100,No,Yes,527.00,527.00,528.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,1/10/2025 22:08,10/2/2025,"2,498,841.00",69.62,7.59,7.59,1/10/2025,None,69.56,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/2/2025,10/2/2025,Sales order,00205157_055,14941214_085
00268646,00268646_100,No,Yes,527.00,527.00,550.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 1:56,10/2/2025,"2,498,841.00",69.62,7.91,7.91,1/10/2025,None,69.56,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/5/2025,10/5/2025,Sales order,00205157_055,14941214_085
00268647,00268647_100,No,Yes,530.00,530.00,532.00,60141,TUR-FIL 45/2 5000y,No,,4434,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 7:25,10/2/2025,"2,498,841.00",70.06,7.63,7.80,1/10/2025,None,69.72,9/29/2025 19:20,9/29/2025,9/29/2025,1/10/2025,10/3/2025,10/3/2025,Sales order,00205157_055,14941214_085
00268683,00268683_100,No,Yes,992.00,992.00,"1,005.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/5/2025 16:04,10/2/2025,"1,841,942.00",193.32,7.19,7.19,10/3/2025,None,139.87,9/30/2025 1:15,9/30/2025,9/30/2025,1/10/2025,10/9/2025,10/9/2025,,,
00268684,00268684_100,No,Yes,981.00,981.00,997.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 23:46,10/2/2025,"1,841,942.00",191.82,7.21,7.21,10/3/2025,None,138.32,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268685,00268685_100,No,Yes,966.00,966.00,966.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/12/2025 13:53,10/2/2025,"1,841,942.00",190.74,7.09,7.09,10/3/2025,None,136.21,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/13/2025,10/13/2025,,,
00268686,00268686_100,No,Yes,974.00,974.00,960.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 23:48,10/2/2025,"1,841,942.00",189.82,6.99,6.99,10/3/2025,None,137.33,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268690,00268690_100,No,Yes,974.00,974.00,980.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 7:31,10/2/2025,"1,841,942.00",190.74,7.14,7.14,10/3/2025,None,137.33,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/5/2025,,,
00268692,00268692_100,No,Yes,974.00,974.00,960.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 7:48,10/2/2025,"1,841,942.00",190.18,6.99,6.99,10/3/2025,None,137.33,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268693,00268693_100,No,Yes,931.00,931.00,909.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 7:51,10/2/2025,"1,841,942.00",183.12,6.92,6.92,10/4/2025,None,131.27,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268694,00268694_100,No,Yes,936.00,936.00,963.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/6/2025 7:58,10/2/2025,"1,841,942.00",184.80,7.30,7.30,10/4/2025,None,131.98,9/30/2025 1:29,9/30/2025,9/30/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268696,00268696_100,No,Yes,930.00,930.00,960.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 17:41,10/2/2025,"1,841,942.00",191.66,7.32,7.32,10/3/2025,None,131.13,9/30/2025 1:30,1/10/2025,1/10/2025,1/10/2025,10/5/2025,10/5/2025,,,
00268697,00268697_100,No,Yes,"1,027.00","1,027.00","1,047.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 17:13,10/2/2025,"1,841,942.00",205.14,7.23,7.23,10/2/2025,None,144.81,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268698,00268698_100,No,Yes,"1,007.00","1,007.00","1,005.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 11:41,10/2/2025,"1,841,942.00",202.20,7.08,7.08,1/10/2025,None,141.99,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268699,00268699_100,No,Yes,"1,021.00","1,021.00","1,018.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/4/2025 10:43,10/2/2025,"1,841,942.00",214.22,7.07,7.07,10/2/2025,None,143.96,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/5/2025,10/9/2025,,,
00268700,00268700_100,No,Yes,"1,016.00","1,016.00","1,040.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 13:42,10/2/2025,"1,841,942.00",205.18,7.26,7.26,1/10/2025,None,143.26,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268701,00268701_100,No,Yes,"1,017.00","1,017.00","1,040.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,Yes,10/2/2025 19:18,10/2/2025,"1,841,942.00",203.70,7.25,7.25,10/2/2025,None,143.40,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268702,00268702_100,No,Yes,"1,039.00","1,039.00","1,056.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 16:46,10/2/2025,"1,841,942.00",206.70,7.21,7.21,10/2/2025,None,146.50,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268703,00268703_100,No,Yes,"1,024.00","1,024.00","1,060.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/5/2025 19:01,10/2/2025,"1,841,942.00",203.70,7.34,7.34,10/4/2025,None,144.38,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/9/2025,10/9/2025,,,
00268704,00268704_100,No,Yes,"1,028.00","1,028.00","1,040.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/2/2025 15:50,10/2/2025,"1,841,942.00",206.22,7.17,7.17,1/10/2025,None,144.95,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/3/2025,10/3/2025,,,
00268705,00268705_100,No,Yes,"1,031.00","1,031.00","1,038.00",60116,‰Ã„… 2/40 - 5000 „ —,No,,2,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,Yes,10/3/2025 12:42,10/2/2025,"1,841,942.00",204.70,7.14,7.14,10/2/2025,None,145.37,9/30/2025 1:30,9/30/2025,9/30/2025,1/10/2025,10/4/2025,10/4/2025,,,
00268723,00268723_100,No,No,510.00,510.00,504.00,60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1002,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,0.00,0.00,0.99,0.99,10/2/2025,None,510.00,1/10/2025 7:54,1/10/2025,1/10/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268725,00268725_100,No,No,"1,890.00","1,890.00","1,890.00",60628,⁄„»— 1/150 - 2/1 ﬂÃ„,No,,1002,Obour,10,1,Ended,Ended,,„‰ Ã  «„,,No,,,0.00,0.00,1.00,1.00,10/2/2025,None,"1,890.00",1/10/2025 8:08,1/10/2025,1/10/2025,1/10/2025,10/10/2025,10/10/2025,,,
00268726,00268726_100,No,No,227.00,227.00,235.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,442,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"14,003,071.00",31.80,7.53,7.53,1/10/2025,None,31.20,1/10/2025 8:11,1/10/2025,1/10/2025,1/10/2025,10/2/2025,10/2/2025,,,
00268727,00268727_100,No,No,82.00,82.00,79.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,505,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"2,113,913.00",11.60,6.88,6.88,1/10/2025,None,11.48,1/10/2025 8:12,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/10/2025,,,
00268728,00268728_100,No,No,90.00,90.00,80.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,505,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"2,113,913.00",12.60,6.63,6.63,1/10/2025,None,12.07,1/10/2025 8:13,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/10/2025,,,
00268729,00268729_100,No,No,500.00,570.00,572.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,112,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,578,269.00",0.00,100.44,0.00,10/4/2025,None,570.00,1/10/2025 8:15,1/10/2025,1/10/2025,1/10/2025,10/12/2025,10/12/2025,,,
00268730,00268730_100,No,No,500.00,570.00,572.53,52145, Õ  «· ‘€Ì· - „’»Ê€ 45/2,Yes,,112,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"6,578,269.00",0.00,100.44,0.00,9/29/2025,None,570.00,1/10/2025 8:16,1/10/2025,1/10/2025,1/10/2025,10/12/2025,10/12/2025,,,
00268731,00268731_100,No,No,350.00,304.96,303.96,52040, Õ  «· ‘€Ì· - „’»Ê€ »Ê·Ì” —  ÿ—Ì“ 120/ 2,Yes,,P0500,Obour,45,,Ended,Ended,,„’»Ê€,,No,,,"16,769,498.00",0.00,99.67,0.00,10/4/2025,None,304.96,1/10/2025 8:18,1/10/2025,1/10/2025,1/10/2025,10/12/2025,10/12/2025,,,
00268732,00268732_100,No,No,87.00,87.00,79.00,60141,TUR-FIL 45/2 5000y,No,,4467,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"7,092,648.00",11.60,6.88,6.88,1/10/2025,None,11.48,1/10/2025 8:19,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/10/2025,Sales order,00192002_055,13933411_085
00268733,00268733_100,No,No,82.00,82.00,81.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,218,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"7,953,214.00",11.60,7.06,7.06,1/10/2025,None,11.48,1/10/2025 8:20,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/10/2025,,,
00268734,00268734_100,No,No,70.00,70.00,70.00,60925,ÃÌ‰“ 20/3 - 2000 Ì«—œ…,No,,343,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"9,465,414.00",11.60,6.31,6.40,1/10/2025,None,11.10,1/10/2025 8:21,1/10/2025,1/10/2025,1/10/2025,10/2/2025,10/2/2025,Sales order,00204991_055,14921042_085
00268735,00268735_100,No,No,79.00,79.00,78.00,60116,‰Ã„… 2/40 - 5000 „ —,No,,547,Obour,10,1,Ended,Ended,,„‰ Ã  «„,Closed quality order,No,,,"6,828,328.00",11.10,7.05,7.14,1/10/2025,None,11.06,1/10/2025 8:22,1/10/2025,1/10/2025,1/10/2025,10/3/2025,10/10/2025,,,
